ano,id_municipio,rede,taxa_alfabetizacao,meta_alfabetizacao_2024,meta_alfabetizacao_2025,meta_alfabetizacao_2026,meta_alfabetizacao_2027,meta_alfabetizacao_2028,meta_alfabetizacao_2029,meta_alfabetizacao_2030,nivel_alfabetizacao,percentual_participacao
2024,1300607,Municipal,34.3,,42.28,50.7,59.09,66.98,74.01,80,0,95.82
2023,1300607,Municipal,,,42.28,50.7,59.09,66.98,74.01,80,,
2023,2210938,Municipal,27.1,34.28,42.28,50.7,59.09,66.98,74.01,80,0,88.24
2024,2210938,Municipal,55.84,34.28,42.28,50.7,59.09,66.98,74.01,80,2,96.88
2023,2800506,Municipal,27.1,34.29,42.28,50.71,59.09,66.98,74.02,80,0,79.92
2024,2800506,Municipal,44.81,34.29,42.28,50.71,59.09,66.98,74.02,80,1,89.76
2023,4304630,Municipal,,,42.44,50.84,59.19,67.04,74.04,80,,
2024,4304630,Municipal,34.4,,42.44,50.84,59.19,67.04,74.04,80,0,75.7
2024,1709807,Municipal,21.43,34.46,42.44,50.84,59.19,67.04,74.04,80,0,93.33
2024,2407203,Municipal,32.32,34.46,42.44,50.84,59.19,67.04,74.04,80,0,80.56
2024,2800704,Municipal,34.6,34.46,42.44,50.84,59.19,67.04,74.04,80,0,97.89
2023,2407203,Municipal,27.3,34.46,42.44,50.84,59.19,67.04,74.04,80,0,74.59
2023,2800704,Municipal,27.3,34.46,42.44,50.84,59.19,67.04,74.04,80,0,90.59
2023,1709807,Municipal,27.3,34.46,42.44,50.84,59.19,67.04,74.04,80,0,100
2023,2925808,Municipal,27.4,34.54,42.51,50.9,59.23,67.06,74.05,80,0,91.72
2024,2925808,Municipal,30.32,34.54,42.51,50.9,59.23,67.06,74.05,80,0,95.43
2024,5000708,Municipal,40.97,34.56,42.53,50.91,59.24,67.07,74.06,80,1,90.97
2023,5000708,Municipal,27.4,34.56,42.53,50.91,59.24,67.07,74.06,80,0,83
2023,2705606,Municipal,27.4,34.56,42.53,50.91,59.24,67.07,74.06,80,0,94.57
2024,2705606,Municipal,39.85,34.56,42.53,50.91,59.24,67.07,74.06,80,0,99.28
2024,2402501,Municipal,42.31,34.58,42.55,50.93,59.25,67.08,74.06,80,1,79.37
2023,2402501,Municipal,27.4,34.58,42.55,50.93,59.25,67.08,74.06,80,0,78.57
2024,1501204,Municipal,38.16,34.71,42.66,51.02,59.32,67.12,74.08,80,0,86.14
2023,1501204,Municipal,27.5,34.71,42.66,51.02,59.32,67.12,74.08,80,0,71.1
2024,1703826,Municipal,64,34.72,42.68,51.03,59.33,67.12,74.08,80,3,96.15
2023,1703826,Municipal,27.5,34.72,42.68,51.03,59.33,67.12,74.08,80,0,87.88
2023,2406106,Municipal,27.6,34.74,42.7,51.05,59.34,67.13,74.08,80,0,82.73
2024,2406106,Municipal,43.69,34.74,42.7,51.05,59.34,67.13,74.08,80,1,85.12
2024,1712702,Municipal,9.09,34.77,42.72,51.07,59.35,67.14,74.09,80,0,91.67
2023,1712702,Municipal,27.6,34.77,42.72,51.07,59.35,67.14,74.09,80,0,85.29
2023,1705607,Municipal,27.6,34.78,42.73,51.08,59.36,67.14,74.09,80,0,80.56
2024,1705607,Municipal,35.8,34.78,42.73,51.08,59.36,67.14,74.09,80,0,95.83
2023,2911501,Municipal,27.7,34.92,42.85,51.18,59.43,67.19,74.11,80,0,93.18
2023,2209203,Municipal,27.7,34.92,42.85,51.18,59.43,67.19,74.11,80,0,97.3
2024,2209203,Municipal,62.47,34.92,42.85,51.18,59.43,67.19,74.11,80,3,96.15
2024,2911501,Municipal,50,34.92,42.85,51.18,59.43,67.19,74.11,80,2,91.89
2023,1500347,Municipal,27.8,34.94,42.87,51.19,59.44,67.19,74.11,80,0,70.48
2024,1500347,Municipal,51.4,34.94,42.87,51.19,59.44,67.19,74.11,80,2,80.43
2023,2211209,Municipal,27.8,34.96,42.89,51.2,59.45,67.2,74.11,80,0,95.76
2024,2211209,Municipal,31.55,34.96,42.89,51.2,59.45,67.2,74.11,80,0,95.89
2023,1200179,Municipal,,,42.9,51.21,59.46,67.2,74.11,80,,
2024,1200179,Municipal,34.97,,42.9,51.21,59.46,67.2,74.11,80,0,76.65
2024,2917003,Municipal,21.05,34.97,42.9,51.21,59.46,67.2,74.11,80,0,93.92
2023,2917003,Municipal,27.8,34.97,42.9,51.21,59.46,67.2,74.11,80,0,88.6
2024,1718758,Municipal,26.8,35.01,42.93,51.24,59.48,67.22,74.12,80,0,81.61
2023,1718758,Municipal,27.8,35.01,42.93,51.24,59.48,67.22,74.12,80,0,85.37
2023,2204907,Municipal,27.9,35.03,42.95,51.25,59.49,67.22,74.12,80,0,98.36
2024,2204907,Municipal,34.44,35.03,42.95,51.25,59.49,67.22,74.12,80,0,100
2023,2912202,Municipal,27.9,35.04,42.96,51.26,59.49,67.22,74.12,80,0,88.75
2024,2912202,Municipal,32.53,35.04,42.96,51.26,59.49,67.22,74.12,80,0,89.89
2024,2925402,Municipal,27.54,35.06,42.98,51.28,59.5,67.23,74.13,80,0,92
2023,2925402,Municipal,27.9,35.06,42.98,51.28,59.5,67.23,74.13,80,0,88.54
2024,2407500,Municipal,35.11,,42.99,51.29,59.51,67.24,74.13,80,0,83.76
2023,2407500,Municipal,,,42.99,51.29,59.51,67.24,74.13,80,,
2024,2907905,Municipal,31.09,35.07,42.99,51.29,59.51,67.24,74.13,80,0,93.24
2023,2907905,Municipal,27.9,35.07,42.99,51.29,59.51,67.24,74.13,80,0,83.1
2024,2501575,Municipal,49.18,35.21,43.12,51.39,59.59,67.28,74.15,80,1,95.31
2023,2501575,Municipal,28,35.21,43.12,51.39,59.59,67.28,74.15,80,0,96.15
2024,2931509,Municipal,29.57,35.23,43.13,51.4,59.6,67.29,74.15,80,0,88.57
2023,2931509,Municipal,28.1,35.23,43.13,51.4,59.6,67.29,74.15,80,0,90.72
2023,2916500,Municipal,28.1,35.25,43.15,51.42,59.61,67.29,74.15,80,0,84.21
2024,2916500,Municipal,51.23,35.25,43.15,51.42,59.61,67.29,74.15,80,2,97.31
2024,2517209,Municipal,64.36,35.36,43.25,51.49,59.66,67.33,74.17,80,3,95.12
2023,2517209,Municipal,28.2,35.36,43.25,51.49,59.66,67.33,74.17,80,0,90.48
2024,1714203,Municipal,43.89,35.38,43.26,51.51,59.67,67.33,74.17,80,1,86.67
2023,1714203,Municipal,28.2,35.38,43.26,51.51,59.67,67.33,74.17,80,0,86.71
2023,2900207,Municipal,28.3,35.44,43.32,51.56,59.71,67.36,74.18,80,0,92.65
2024,2900207,Municipal,18.24,35.44,43.32,51.56,59.71,67.36,74.18,80,0,98.15
2024,1300805,Municipal,22.82,35.51,43.38,51.61,59.74,67.38,74.19,80,0,82.69
2023,1300805,Municipal,28.4,35.51,43.38,51.61,59.74,67.38,74.19,80,0,87.85
2024,2907103,Municipal,31.96,35.7,43.56,51.75,59.85,67.44,74.22,80,0,94.89
2023,2907103,Municipal,28.6,35.7,43.56,51.75,59.85,67.44,74.22,80,0,83.52
2024,3503356,Municipal,77.27,35.72,43.57,51.76,59.86,67.45,74.22,80,4,100
2023,3503356,Municipal,28.6,35.72,43.57,51.76,59.86,67.45,74.22,80,0,91.3
2024,5215801,Municipal,64.71,35.72,43.57,51.76,59.86,67.45,74.22,80,3,89.47
2024,4311759,Municipal,50,35.72,43.57,51.76,59.86,67.45,74.22,80,2,75
2023,4311759,Municipal,28.6,35.72,43.57,51.76,59.86,67.45,74.22,80,0,95.45
2023,5215801,Municipal,28.6,35.72,43.57,51.76,59.86,67.45,74.22,80,0,82.35
2024,2502102,Municipal,47.71,35.73,43.58,51.77,59.86,67.45,74.22,80,1,96.15
2024,2908408,Municipal,30.94,35.73,43.58,51.77,59.86,67.45,74.22,80,0,87.8
2023,2502102,Municipal,28.6,35.73,43.58,51.77,59.86,67.45,74.22,80,0,91.18
2023,2908408,Municipal,28.6,35.73,43.58,51.77,59.86,67.45,74.22,80,0,87.94
2024,3149150,Municipal,46.09,35.81,43.65,51.82,59.9,67.47,74.23,80,1,86.21
2023,3149150,Municipal,28.7,35.81,43.65,51.82,59.9,67.47,74.23,80,0,89.47
2023,2909208,Municipal,28.7,35.85,43.69,51.85,59.92,67.49,74.24,80,0,74.17
2024,2909208,Municipal,36.04,35.85,43.69,51.85,59.92,67.49,74.24,80,0,93.28
2023,1600808,Municipal,28.7,35.85,43.69,51.85,59.92,67.49,74.24,80,0,93.88
2024,1600808,Municipal,35.39,35.85,43.69,51.85,59.92,67.49,74.24,80,0,94.44
2024,2926509,Municipal,33.95,35.87,43.7,51.87,59.93,67.49,74.24,80,0,95.29
2023,2926509,Municipal,28.7,35.87,43.7,51.87,59.93,67.49,74.24,80,0,88.59
2024,2413706,Municipal,48.74,35.88,43.71,51.87,59.94,67.49,74.24,80,1,92.86
2023,2413706,Municipal,28.7,35.88,43.71,51.87,59.94,67.49,74.24,80,0,79.37
2024,1504406,Municipal,45.42,35.89,43.72,51.88,59.94,67.5,74.24,80,1,86.7
2023,1504406,Municipal,28.7,35.89,43.72,51.88,59.94,67.5,74.24,80,0,81.51
2024,2929404,Municipal,36.76,35.91,43.74,51.89,59.95,67.5,74.24,80,0,93.15
2023,2929404,Municipal,28.8,35.91,43.74,51.89,59.95,67.5,74.24,80,0,86.57
2024,5003504,Municipal,68.7,35.93,43.76,51.92,59.97,67.51,74.25,80,3,85
2023,5003504,Municipal,28.8,35.93,43.76,51.92,59.97,67.51,74.25,80,0,81.25
2024,3115904,Municipal,44.9,35.95,43.78,51.93,59.98,67.52,74.25,80,1,85.96
2023,3115904,Municipal,28.8,35.95,43.78,51.93,59.98,67.52,74.25,80,0,78.95
2024,2206670,Municipal,40.04,35.98,43.81,51.95,59.99,67.53,74.25,80,1,97.47
2023,2206670,Municipal,28.8,35.98,43.81,51.95,59.99,67.53,74.25,80,0,94.12
2023,2507606,Municipal,28.9,36,43.82,51.96,60,67.53,74.26,80,0,95.65
2024,2507606,Municipal,35.79,36,43.82,51.96,60,67.53,74.26,80,0,94.34
2023,2806404,Municipal,28.9,36.03,43.85,51.98,60.02,67.54,74.26,80,0,88.24
2024,2806404,Municipal,22.21,36.03,43.85,51.98,60.02,67.54,74.26,80,0,94.79
2023,4204178,Municipal,28.9,36.07,43.88,52.01,60.04,67.56,74.27,80,0,82.46
2024,4204178,Municipal,49.84,36.07,43.88,52.01,60.04,67.56,74.27,80,1,86.67
2024,2502607,Municipal,79.06,36.1,43.91,52.03,60.05,67.56,74.27,80,4,83.05
2023,2502607,Municipal,29,36.1,43.91,52.03,60.05,67.56,74.27,80,0,89.33
2023,2906303,Municipal,29,36.12,43.93,52.05,60.06,67.57,74.27,80,0,84.7
2023,2931905,Municipal,29,36.12,43.93,52.05,60.06,67.57,74.27,80,0,82.45
2024,2931905,Municipal,35.55,36.12,43.93,52.05,60.06,67.57,74.27,80,0,72.73
2024,2906303,Municipal,28.68,36.12,43.93,52.05,60.06,67.57,74.27,80,0,93.47
2023,2930303,Municipal,29,36.13,43.93,52.05,60.07,67.57,74.27,80,0,87.57
2024,2930303,Municipal,33.09,36.13,43.93,52.05,60.07,67.57,74.27,80,0,90.07
2024,1706258,Municipal,82.61,36.17,43.97,52.08,60.09,67.59,74.28,80,5,100
2023,1706258,Municipal,29,36.17,43.97,52.08,60.09,67.59,74.28,80,0,88.57
2023,5107578,Municipal,29,36.18,43.98,52.09,60.09,67.59,74.28,80,0,84.21
2024,5107578,Municipal,71.43,36.18,43.98,52.09,60.09,67.59,74.28,80,4,78.57
2024,2707008,Municipal,48.15,36.18,43.99,52.1,60.1,67.59,74.28,80,1,100
2023,2707008,Municipal,29.1,36.18,43.99,52.1,60.1,67.59,74.28,80,0,96.88
2024,2406700,Municipal,36.01,36.25,44.05,52.14,60.13,67.61,74.29,80,0,79.27
2023,2406700,Municipal,29.1,36.25,44.05,52.14,60.13,67.61,74.29,80,0,82.79
2023,2924207,Municipal,29.1,36.27,44.06,52.16,60.14,67.62,74.29,80,0,89.47
2024,2924207,Municipal,20.45,36.27,44.06,52.16,60.14,67.62,74.29,80,0,98.51
2023,2407104,Municipal,29.2,36.28,44.07,52.16,60.15,67.62,74.3,80,0,73.14
2024,2407104,Municipal,30.13,36.28,44.07,52.16,60.15,67.62,74.3,80,0,73.25
2023,1100346,Municipal,29.2,36.33,44.11,52.2,60.17,67.64,74.3,80,0,88.42
2023,2911659,Municipal,29.2,36.33,44.11,52.2,60.17,67.64,74.3,80,0,86.25
2024,1100346,Municipal,65.35,36.33,44.11,52.2,60.17,67.64,74.3,80,3,85.04
2024,2911659,Municipal,36.78,36.33,44.11,52.2,60.17,67.64,74.3,80,0,97.75
2023,2906204,Municipal,29.2,36.34,44.12,52.21,60.18,67.64,74.3,80,0,94.12
2024,2906204,Municipal,33.73,36.34,44.12,52.21,60.18,67.64,74.3,80,0,99.22
2024,4311130,Municipal,36.4,,44.16,52.24,60.2,67.66,74.31,80,0,84
2023,4311130,Municipal,,,44.16,52.24,60.2,67.66,74.31,80,,
2024,2505204,Municipal,24.78,36.38,44.16,52.23,60.2,67.65,74.31,80,0,83.82
2023,2505204,Municipal,29.3,36.38,44.16,52.23,60.2,67.65,74.31,80,0,94.23
2023,2900603,Municipal,29.3,36.39,44.16,52.24,60.2,67.66,74.31,80,0,90.77
2024,2900603,Municipal,26.32,36.39,44.16,52.24,60.2,67.66,74.31,80,0,90.48
2024,1713700,Municipal,44.77,36.45,44.22,52.29,60.24,67.68,74.32,80,1,81.25
2023,1713700,Municipal,29.3,36.45,44.22,52.29,60.24,67.68,74.32,80,0,89.47
2024,3150307,Municipal,63.16,36.5,44.27,52.32,60.26,67.69,74.33,80,3,96.49
2023,1600402,Municipal,29.4,36.5,44.27,52.32,60.26,67.69,74.33,80,0,92.63
2024,1600402,Municipal,44.22,36.5,44.27,52.32,60.26,67.69,74.33,80,1,88.07
2023,3150307,Municipal,29.4,36.5,44.27,52.32,60.26,67.69,74.33,80,0,86.21
2023,2919553,Municipal,29.4,36.53,44.29,52.34,60.27,67.7,74.33,80,0,83.37
2024,2919553,Municipal,35.72,36.53,44.29,52.34,60.27,67.7,74.33,80,0,91.05
2024,2922706,Municipal,50,36.6,44.35,52.39,60.31,67.72,74.34,80,2,100
2023,2922706,Municipal,29.5,36.6,44.35,52.39,60.31,67.72,74.34,80,0,85.39
2023,2913705,Municipal,29.5,36.61,44.36,52.4,60.31,67.72,74.34,80,0,84.27
2024,2913705,Municipal,30.13,36.61,44.36,52.4,60.31,67.72,74.34,80,0,80.92
2024,2111003,Municipal,58.4,36.65,44.4,52.43,60.34,67.74,74.35,80,2,90.82
2023,2111003,Municipal,29.5,36.65,44.4,52.43,60.34,67.74,74.35,80,0,83.96
2024,2804508,Municipal,31.24,36.66,44.41,52.44,60.34,67.74,74.35,80,0,94.29
2023,2804508,Municipal,29.6,36.66,44.41,52.44,60.34,67.74,74.35,80,0,85.56
2023,2802205,Municipal,29.6,36.69,44.44,52.46,60.36,67.75,74.35,80,0,92.21
2024,2802205,Municipal,26,36.69,44.44,52.46,60.36,67.75,74.35,80,0,97.75
2024,2514008,Municipal,60.71,36.7,44.44,52.47,60.36,67.75,74.35,80,3,97.62
2023,2514008,Municipal,29.6,36.7,44.44,52.47,60.36,67.75,74.35,80,0,85.71
2023,2806800,Municipal,29.6,36.7,44.44,52.47,60.36,67.75,74.35,80,0,95.15
2024,2806800,Municipal,29.79,36.7,44.44,52.47,60.36,67.75,74.35,80,0,100
2024,2919207,Municipal,28.75,36.74,44.48,52.49,60.38,67.77,74.36,80,0,84.66
2024,3150109,Municipal,75.58,36.74,44.48,52.49,60.38,67.77,74.36,80,4,96.97
2023,2919207,Municipal,29.6,36.74,44.48,52.49,60.38,67.77,74.36,80,0,79.08
2023,3150109,Municipal,29.6,36.74,44.48,52.49,60.38,67.77,74.36,80,0,77.42
2024,1304203,Municipal,36.78,,44.5,52.51,60.4,67.78,74.36,80,0,89.67
2023,1304203,Municipal,,,44.5,52.51,60.4,67.78,74.36,80,,
2023,2909901,Municipal,29.7,36.77,44.5,52.51,60.4,67.78,74.36,80,0,87.76
2024,2909901,Municipal,22.94,36.77,44.5,52.51,60.4,67.78,74.36,80,0,96.52
2024,2906808,Municipal,23.19,36.8,44.53,52.54,60.41,67.78,74.37,80,0,85.35
2024,2800308,Municipal,47.18,36.8,44.53,52.54,60.41,67.78,74.37,80,1,93.79
2023,2906808,Municipal,29.7,36.8,44.53,52.54,60.41,67.78,74.37,80,0,85.29
2023,2800308,Municipal,29.7,36.8,44.53,52.54,60.41,67.78,74.37,80,0,88.95
2023,1300508,Municipal,29.7,36.81,44.54,52.54,60.42,67.79,74.37,80,0,83.43
2024,1300508,Municipal,24.4,36.81,44.54,52.54,60.42,67.79,74.37,80,0,89.19
2024,1703602,Municipal,68.9,36.84,44.56,52.56,60.43,67.8,74.37,80,3,90.62
2023,1703602,Municipal,29.7,36.84,44.56,52.56,60.43,67.8,74.37,80,0,80.95
2023,2703106,Municipal,29.7,36.85,44.57,52.57,60.44,67.8,74.37,80,0,91.96
2024,2703106,Municipal,24.34,36.85,44.57,52.57,60.44,67.8,74.37,80,0,89.63
2024,3113800,Municipal,62.5,36.86,44.58,52.58,60.44,67.8,74.37,80,3,96.77
2023,3113800,Municipal,29.8,36.86,44.58,52.58,60.44,67.8,74.37,80,0,90.91
2024,1508209,Municipal,37.71,36.87,44.6,52.59,60.45,67.81,74.38,80,0,83.71
2023,1508209,Municipal,29.8,36.87,44.6,52.59,60.45,67.81,74.38,80,0,76.89
2023,2932200,Municipal,29.8,36.89,44.61,52.6,60.46,67.81,74.38,80,0,85.64
2024,2932200,Municipal,31.13,36.89,44.61,52.6,60.46,67.81,74.38,80,0,86.29
2023,2912400,Municipal,29.8,36.9,44.62,52.61,60.47,67.82,74.38,80,0,83.91
2024,2912400,Municipal,36.88,36.9,44.62,52.61,60.47,67.82,74.38,80,0,89.39
2024,2920007,Municipal,32.56,36.93,44.65,52.63,60.48,67.83,74.38,80,0,86.87
2023,2920007,Municipal,29.8,36.93,44.65,52.63,60.48,67.83,74.38,80,0,87.41
2024,1507474,Municipal,40.76,36.94,44.66,52.64,60.49,67.83,74.39,80,1,92.5
2023,1507474,Municipal,29.8,36.94,44.66,52.64,60.49,67.83,74.39,80,0,81.7
2023,2210409,Municipal,29.9,36.96,44.67,52.65,60.5,67.84,74.39,80,0,93.1
2024,2210409,Municipal,45.19,36.96,44.67,52.65,60.5,67.84,74.39,80,1,100
2024,2104081,Municipal,77.76,36.99,44.7,52.67,60.51,67.84,74.39,80,4,91.25
2023,2104081,Municipal,29.9,36.99,44.7,52.67,60.51,67.84,74.39,80,0,95.65
2024,2928208,Municipal,38.7,37.01,44.72,52.69,60.52,67.85,74.39,80,0,93.5
2023,2928208,Municipal,29.9,37.01,44.72,52.69,60.52,67.85,74.39,80,0,91.36
2023,2410603,Municipal,29.9,37.03,44.73,52.7,60.53,67.86,74.4,80,0,92
2024,2410603,Municipal,67.22,37.03,44.73,52.7,60.53,67.86,74.4,80,3,86.36
2023,2910305,Municipal,30,37.06,44.76,52.72,60.54,67.87,74.4,80,0,86.36
2024,2910305,Municipal,35.29,37.06,44.76,52.72,60.54,67.87,74.4,80,0,97.14
2024,2914000,Municipal,34.46,37.07,44.77,52.73,60.55,67.87,74.4,80,0,91.41
2023,2914000,Municipal,30,37.07,44.77,52.73,60.55,67.87,74.4,80,0,84.29
2024,3515806,Municipal,27.27,37.09,44.79,52.75,60.56,67.88,74.41,80,0,100
2023,3515806,Municipal,30,37.09,44.79,52.75,60.56,67.88,74.41,80,0,80
2023,2932705,Municipal,30,37.1,44.8,52.75,60.57,67.88,74.41,80,0,73.68
2024,2932705,Municipal,26.42,37.1,44.8,52.75,60.57,67.88,74.41,80,0,82.38
2023,2705309,Municipal,30,37.11,44.81,52.76,60.57,67.88,74.41,80,0,94.67
2024,2929206,Municipal,25.66,37.11,44.81,52.76,60.57,67.88,74.41,80,0,87.72
2023,2929206,Municipal,30,37.11,44.81,52.76,60.57,67.88,74.41,80,0,85.78
2024,2705309,Municipal,27.99,37.11,44.81,52.76,60.57,67.88,74.41,80,0,98.46
2024,1701101,Municipal,35.78,37.16,44.85,52.79,60.6,67.9,74.42,80,0,84.34
2023,1701101,Municipal,30.1,37.16,44.85,52.79,60.6,67.9,74.42,80,0,89.02
2024,2707404,Municipal,27.47,37.21,44.89,52.83,60.62,67.91,74.42,80,0,93.01
2023,2707404,Municipal,30.1,37.21,44.89,52.83,60.62,67.91,74.42,80,0,86.54
2024,4210704,Municipal,37.3,,45.04,52.95,60.71,67.97,74.45,80,0,75
2023,4210704,Municipal,,,45.04,52.95,60.71,67.97,74.45,80,,
2024,2913457,Municipal,43.64,37.38,45.04,52.95,60.71,67.97,74.45,80,1,90.16
2023,2913457,Municipal,30.3,37.38,45.04,52.95,60.71,67.97,74.45,80,0,90
2024,1702901,Municipal,40.2,37.42,45.08,52.98,60.73,67.98,74.45,80,1,86.61
2023,1702901,Municipal,30.3,37.42,45.08,52.98,60.73,67.98,74.45,80,0,91.25
2024,2405603,Municipal,63.05,37.47,45.13,53.02,60.76,68,74.46,80,3,81.91
2023,2405603,Municipal,30.4,37.47,45.13,53.02,60.76,68,74.46,80,0,85.34
2023,2925709,Municipal,30.4,37.48,45.13,53.02,60.76,68,74.46,80,0,94.07
2024,2925709,Municipal,31.78,37.48,45.13,53.02,60.76,68,74.46,80,0,89.92
2023,4309126,Municipal,,,45.15,53.04,60.77,68,74.46,80,,
2024,4309126,Municipal,37.5,,45.15,53.04,60.77,68,74.46,80,0,80
2024,2405108,Municipal,29.91,37.5,45.15,53.04,60.77,68,74.46,80,0,81.13
2023,2405108,Municipal,30.4,37.5,45.15,53.04,60.77,68,74.46,80,0,93.9
2024,5006903,Municipal,67.46,37.55,45.19,53.07,60.8,68.02,74.47,80,3,86.04
2023,5006903,Municipal,30.5,37.55,45.19,53.07,60.8,68.02,74.47,80,0,93.97
2024,2408300,Municipal,28.42,37.61,45.24,53.11,60.83,68.04,74.48,80,0,81.87
2023,2408300,Municipal,30.5,37.61,45.24,53.11,60.83,68.04,74.48,80,0,78.95
2024,2701209,Municipal,54.19,37.62,45.25,53.12,60.83,68.04,74.48,80,2,97.52
2023,2701209,Municipal,30.6,37.62,45.25,53.12,60.83,68.04,74.48,80,0,95
2024,2917706,Municipal,40.77,37.63,45.26,53.12,60.84,68.04,74.48,80,1,87.59
2023,2917706,Municipal,30.6,37.63,45.26,53.12,60.84,68.04,74.48,80,0,88.82
2023,2700508,Municipal,30.6,37.63,45.27,53.13,60.84,68.04,74.48,80,0,92.2
2024,2700508,Municipal,32.98,37.63,45.27,53.13,60.84,68.04,74.48,80,0,94
2023,2916203,Municipal,30.6,37.65,45.28,53.14,60.85,68.05,74.48,80,0,85.58
2024,2916203,Municipal,35.38,37.65,45.28,53.14,60.85,68.05,74.48,80,0,92.86
2024,5006309,Municipal,55.2,37.71,45.33,53.18,60.88,68.07,74.49,80,2,96.16
2023,5006309,Municipal,30.7,37.71,45.33,53.18,60.88,68.07,74.49,80,0,92.15
2024,1500503,Municipal,38.92,37.74,45.36,53.2,60.89,68.08,74.49,80,0,82.37
2023,1500503,Municipal,30.7,37.74,45.36,53.2,60.89,68.08,74.49,80,0,76.67
2024,2920452,Municipal,37.29,37.76,45.38,53.22,60.9,68.08,74.5,80,0,77.63
2023,2920452,Municipal,30.7,37.76,45.38,53.22,60.9,68.08,74.5,80,0,94.31
2023,2917508,Municipal,30.7,37.79,45.4,53.24,60.92,68.09,74.5,80,0,80.73
2024,2917508,Municipal,28.49,37.79,45.4,53.24,60.92,68.09,74.5,80,0,86.38
2023,2805505,Municipal,30.8,37.82,45.43,53.26,60.94,68.1,74.51,80,0,94.89
2024,2805505,Municipal,40.54,37.82,45.43,53.26,60.94,68.1,74.51,80,1,88.64
2024,1502905,Municipal,33.48,37.86,45.47,53.29,60.96,68.12,74.51,80,0,83.11
2023,1502905,Municipal,30.8,37.86,45.47,53.29,60.96,68.12,74.51,80,0,78.1
2024,2705200,Municipal,41.87,37.86,45.47,53.29,60.96,68.12,74.51,80,1,94.67
2023,1500305,Municipal,30.8,37.86,45.47,53.29,60.96,68.12,74.51,80,0,72.68
2024,1500305,Municipal,38.18,37.86,45.47,53.29,60.96,68.12,74.51,80,0,87.98
2023,2705200,Municipal,30.8,37.86,45.47,53.29,60.96,68.12,74.51,80,0,94.24
2023,1507201,Municipal,30.8,37.87,45.48,53.3,60.96,68.12,74.51,80,0,80.98
2024,1507201,Municipal,32.97,37.87,45.48,53.3,60.96,68.12,74.51,80,0,82.51
2023,2907608,Municipal,30.9,37.9,45.5,53.32,60.97,68.13,74.52,80,0,85.58
2024,2907608,Municipal,25.64,37.9,45.5,53.32,60.97,68.13,74.52,80,0,100
2023,2912103,Municipal,,,45.54,53.35,61,68.14,74.52,80,,
2024,2912103,Municipal,37.95,,45.54,53.35,61,68.14,74.52,80,0,97.08
2023,2921500,Municipal,30.9,37.95,45.54,53.35,61,68.14,74.52,80,0,85.11
2024,2921500,Municipal,27.49,37.95,45.54,53.35,61,68.14,74.52,80,0,86.55
2023,2906402,Municipal,30.9,37.97,45.56,53.36,61.01,68.15,74.52,80,0,89.06
2024,2906402,Municipal,30.77,37.97,45.56,53.36,61.01,68.15,74.52,80,0,98.11
2024,2907806,Municipal,36.31,37.98,45.57,53.37,61.01,68.15,74.53,80,0,87.22
2023,2907806,Municipal,30.9,37.98,45.57,53.37,61.01,68.15,74.53,80,0,85.16
2023,2908903,Municipal,31,37.99,45.58,53.38,61.02,68.16,74.53,80,0,83.23
2024,2908903,Municipal,21.3,37.99,45.58,53.38,61.02,68.16,74.53,80,0,84.92
2024,2922250,Municipal,22.03,38.02,45.61,53.4,61.04,68.16,74.53,80,0,89.39
2023,2922250,Municipal,31,38.02,45.61,53.4,61.04,68.16,74.53,80,0,94.74
2023,2207702,Municipal,31,38.04,45.63,53.42,61.05,68.17,74.53,80,0,82.64
2024,2207702,Municipal,38.42,38.04,45.63,53.42,61.05,68.17,74.53,80,0,87.95
2023,2933604,Municipal,31,38.06,45.64,53.43,61.06,68.18,74.54,80,0,85.19
2023,2916609,Municipal,31,38.06,45.64,53.43,61.06,68.18,74.54,80,0,75.95
2024,2916609,Municipal,36.62,38.06,45.64,53.43,61.06,68.18,74.54,80,0,94.67
2024,2933604,Municipal,32.25,38.06,45.64,53.43,61.06,68.18,74.54,80,0,93.07
2024,1200336,Municipal,38.07,,45.65,53.44,61.06,68.18,74.54,80,0,82.69
2023,1200336,Municipal,,,45.65,53.44,61.06,68.18,74.54,80,,
2023,2800407,Municipal,31,38.07,45.65,53.44,61.06,68.18,74.54,80,0,93.55
2024,2800407,Municipal,28.6,38.07,45.65,53.44,61.06,68.18,74.54,80,0,96.43
2023,2932903,Municipal,31,38.08,45.66,53.44,61.07,68.18,74.54,80,0,81.15
2024,2932903,Municipal,31.89,38.08,45.66,53.44,61.07,68.18,74.54,80,0,87.06
2024,5106778,Municipal,53.25,38.13,45.7,53.48,61.09,68.2,74.55,80,2,87.29
2023,5106778,Municipal,31.1,38.13,45.7,53.48,61.09,68.2,74.55,80,0,88.83
2024,2914653,Municipal,24.92,38.14,45.71,53.48,61.09,68.2,74.55,80,0,91.52
2023,2914653,Municipal,31.1,38.14,45.71,53.48,61.09,68.2,74.55,80,0,86.79
2023,2702405,Municipal,31.1,38.15,45.72,53.49,61.1,68.2,74.55,80,0,95
2024,2702405,Municipal,28.13,38.15,45.72,53.49,61.1,68.2,74.55,80,0,89.74
2023,2918407,Municipal,31.2,38.21,45.77,53.54,61.13,68.22,74.56,80,0,87.69
2024,2918407,Municipal,29.31,38.21,45.77,53.54,61.13,68.22,74.56,80,0,91.19
