ano,id_municipio,rede,taxa_alfabetizacao,meta_alfabetizacao_2024,meta_alfabetizacao_2025,meta_alfabetizacao_2026,meta_alfabetizacao_2027,meta_alfabetizacao_2028,meta_alfabetizacao_2029,meta_alfabetizacao_2030,nivel_alfabetizacao,percentual_participacao
2023,2411007,Municipal,31.2,38.22,45.78,53.54,61.14,68.23,74.56,80,0,86.54
2024,2411007,Municipal,41.06,38.22,45.78,53.54,61.14,68.23,74.56,80,1,87.18
2023,2900900,Municipal,31.2,38.22,45.78,53.54,61.14,68.23,74.56,80,0,82.19
2024,2900900,Municipal,23.91,38.22,45.78,53.54,61.14,68.23,74.56,80,0,97.87
2024,2401859,Municipal,26.47,38.23,45.79,53.55,61.14,68.23,74.56,80,0,77.38
2024,1600105,Municipal,19.03,38.23,45.79,53.55,61.14,68.23,74.56,80,0,86.55
2023,1600105,Municipal,31.2,38.23,45.79,53.55,61.14,68.23,74.56,80,0,93.62
2023,2401859,Municipal,31.2,38.23,45.79,53.55,61.14,68.23,74.56,80,0,90
2024,1706506,Municipal,45.61,38.24,45.8,53.56,61.15,68.23,74.56,80,1,87.23
2023,1706506,Municipal,31.2,38.24,45.8,53.56,61.15,68.23,74.56,80,0,89.52
2023,2912707,Municipal,31.2,38.26,45.82,53.57,61.16,68.24,74.56,80,0,85.77
2024,2912707,Municipal,22.06,38.26,45.82,53.57,61.16,68.24,74.56,80,0,92.31
2024,1501782,Municipal,50.55,38.27,45.82,53.58,61.16,68.24,74.57,80,2,86.72
2023,1501782,Municipal,31.2,38.27,45.82,53.58,61.16,68.24,74.57,80,0,82.78
2023,2922656,Municipal,31.3,38.28,45.83,53.58,61.17,68.24,74.57,80,0,87.97
2024,2922656,Municipal,26.14,38.28,45.83,53.58,61.17,68.24,74.57,80,0,83.41
2024,2500304,Municipal,28.48,38.31,45.86,53.6,61.18,68.25,74.57,80,0,83.65
2023,2500304,Municipal,31.3,38.31,45.86,53.6,61.18,68.25,74.57,80,0,81.25
2023,2929354,Municipal,31.3,38.32,45.87,53.62,61.19,68.26,74.57,80,0,82.35
2024,2929354,Municipal,27.27,38.32,45.87,53.62,61.19,68.26,74.57,80,0,93.9
2023,2204402,Municipal,31.3,38.32,45.87,53.61,61.18,68.25,74.57,80,0,96.8
2024,2204402,Municipal,39.2,38.32,45.87,53.61,61.18,68.25,74.57,80,0,96.45
2024,5101852,Municipal,82.63,38.34,45.89,53.63,61.2,68.26,74.58,80,5,90.4
2023,5101852,Municipal,31.3,38.34,45.89,53.63,61.2,68.26,74.58,80,0,78.85
2024,2102309,Municipal,57.18,38.42,45.96,53.68,61.24,68.29,74.59,80,2,96.08
2023,2911857,Municipal,31.4,38.42,45.96,53.68,61.24,68.29,74.59,80,0,88.6
2024,2911857,Municipal,36.36,38.42,45.96,53.68,61.24,68.29,74.59,80,0,70.97
2023,2102309,Municipal,31.4,38.42,45.96,53.68,61.24,68.29,74.59,80,0,93.8
2023,2407252,Municipal,31.4,38.44,45.97,53.7,61.25,68.29,74.59,80,0,90.16
2024,2407252,Municipal,60.04,38.44,45.97,53.7,61.25,68.29,74.59,80,3,90
2023,5106505,Municipal,31.4,38.45,45.98,53.7,61.25,68.29,74.59,80,0,91.82
2023,2932309,Municipal,31.4,38.45,45.98,53.7,61.25,68.29,74.59,80,0,80.27
2024,2932309,Municipal,41.9,38.45,45.98,53.7,61.25,68.29,74.59,80,1,78.95
2024,5106505,Municipal,38.36,38.45,45.98,53.7,61.25,68.29,74.59,80,0,91.6
2024,3126604,Municipal,37.5,38.49,46.02,53.74,61.27,68.31,74.6,80,0,100
2023,3126604,Municipal,31.5,38.49,46.02,53.74,61.27,68.31,74.6,80,0,100
2024,2100832,Municipal,39.08,38.52,46.05,53.75,61.29,68.32,74.6,80,0,80.1
2023,2100832,Municipal,31.5,38.52,46.05,53.75,61.29,68.32,74.6,80,0,88.21
2023,2914802,Municipal,31.6,38.61,46.12,53.81,61.33,68.34,74.61,80,0,79.28
2024,2914802,Municipal,29.75,38.61,46.12,53.81,61.33,68.34,74.61,80,0,85.26
2024,2709202,Municipal,47.49,38.63,46.14,53.83,61.34,68.35,74.61,80,1,94.67
2023,2709202,Municipal,31.6,38.63,46.14,53.83,61.34,68.35,74.61,80,0,92.61
2024,3544103,Municipal,57.14,38.67,46.18,53.86,61.36,68.36,74.62,80,2,93.33
2023,3544103,Municipal,31.7,38.67,46.18,53.86,61.36,68.36,74.62,80,0,90
2023,2908200,Municipal,31.7,38.68,46.19,53.87,61.37,68.37,74.62,80,0,83.54
2024,2908200,Municipal,27.46,38.68,46.19,53.87,61.37,68.37,74.62,80,0,84.02
2024,1304005,Municipal,38.73,,46.24,53.91,61.4,68.38,74.63,80,0,86.01
2023,1304005,Municipal,,,46.24,53.91,61.4,68.38,74.63,80,,
2023,2706802,Municipal,31.7,38.74,46.24,53.91,61.4,68.38,74.63,80,0,94.78
2024,2706802,Municipal,42.39,38.74,46.24,53.91,61.4,68.38,74.63,80,1,93.78
2023,2921609,Municipal,31.8,38.78,46.27,53.93,61.41,68.39,74.63,80,0,94.74
2024,2921609,Municipal,28.89,38.78,46.27,53.93,61.41,68.39,74.63,80,0,98.9
2023,2700607,Municipal,31.8,38.79,46.28,53.94,61.42,68.4,74.63,80,0,92.04
2024,2700607,Municipal,39.04,38.79,46.28,53.94,61.42,68.4,74.63,80,0,91.04
2024,2930402,Municipal,36.67,38.83,46.32,53.97,61.44,68.41,74.64,80,0,94.74
2023,2930402,Municipal,31.8,38.83,46.32,53.97,61.44,68.41,74.64,80,0,90.38
2024,2707909,Municipal,38.52,38.86,46.34,53.99,61.46,68.42,74.64,80,0,95.77
2023,2707909,Municipal,31.9,38.86,46.34,53.99,61.46,68.42,74.64,80,0,91.87
2024,2922854,Municipal,27.03,38.9,46.37,54.02,61.48,68.43,74.65,80,0,78.72
2023,2922854,Municipal,31.9,38.9,46.37,54.02,61.48,68.43,74.65,80,0,85
2023,1200427,Municipal,,,46.4,54.04,61.49,68.44,74.65,80,,
2024,1200427,Municipal,38.92,,46.4,54.04,61.49,68.44,74.65,80,0,75.66
2024,3301157,Municipal,34.97,38.93,46.4,54.04,61.49,68.44,74.65,80,0,84.9
2023,3301157,Municipal,31.9,38.93,46.4,54.04,61.49,68.44,74.65,80,0,82.72
2023,1504604,Municipal,32,38.95,46.42,54.06,61.5,68.45,74.66,80,0,81.97
2023,2910800,Municipal,32,38.95,46.42,54.05,61.5,68.45,74.66,80,0,72.75
2024,1504604,Municipal,37.29,38.95,46.42,54.06,61.5,68.45,74.66,80,0,77.17
2024,2910800,Municipal,33.19,38.95,46.42,54.05,61.5,68.45,74.66,80,0,82.72
2023,2401453,Municipal,32,38.99,46.46,54.08,61.52,68.46,74.66,80,0,78.48
2024,2401453,Municipal,44.48,38.99,46.46,54.08,61.52,68.46,74.66,80,1,85.51
2023,3149507,Municipal,32,39,46.46,54.09,61.53,68.46,74.66,80,0,97.78
2024,3149507,Municipal,69.05,39,46.46,54.09,61.53,68.46,74.66,80,3,100
2024,1600709,Municipal,94.21,39.04,46.5,54.12,61.55,68.47,74.67,80,5,91.5
2023,1600709,Municipal,32.1,39.04,46.5,54.12,61.55,68.47,74.67,80,0,92.17
2023,2929008,Municipal,32.1,39.05,46.51,54.12,61.55,68.48,74.67,80,0,81.55
2024,2929008,Municipal,31.33,39.05,46.51,54.12,61.55,68.48,74.67,80,0,95.4
2023,3509809,Municipal,32.1,39.06,46.51,54.13,61.55,68.48,74.67,80,0,91.38
2024,3509809,Municipal,86.59,39.06,46.51,54.13,61.55,68.48,74.67,80,5,93.85
2023,2918605,Municipal,32.1,39.08,46.53,54.14,61.56,68.49,74.67,80,0,91.04
2024,2918605,Municipal,33.33,39.08,46.53,54.14,61.56,68.49,74.67,80,0,97.5
2024,1504703,Municipal,34.29,39.09,46.54,54.15,61.57,68.49,74.67,80,0,84.41
2024,5209408,Municipal,64.58,39.09,46.54,54.15,61.57,68.49,74.67,80,3,100
2023,1504703,Municipal,32.1,39.09,46.54,54.15,61.57,68.49,74.67,80,0,83.65
2023,5209408,Municipal,32.1,39.09,46.54,54.15,61.57,68.49,74.67,80,0,83.78
2023,2409308,Municipal,32.2,39.13,46.58,54.18,61.59,68.5,74.68,80,0,83.33
2024,2409308,Municipal,32.76,39.13,46.58,54.18,61.59,68.5,74.68,80,0,83.33
2023,1715002,Municipal,32.2,39.14,46.59,54.19,61.6,68.5,74.68,80,0,87.88
2023,2408201,Municipal,32.2,39.14,46.59,54.19,61.6,68.5,74.68,80,0,77.92
2024,2408201,Municipal,49.76,39.14,46.59,54.19,61.6,68.5,74.68,80,1,79.3
2024,1715002,Municipal,55.38,39.14,46.59,54.19,61.6,68.5,74.68,80,2,96.67
2023,2706307,Municipal,32.2,39.15,46.59,54.19,61.6,68.51,74.68,80,0,97.27
2024,2706307,Municipal,38.67,39.15,46.59,54.19,61.6,68.51,74.68,80,0,93.46
2023,2901155,Municipal,32.2,39.16,46.6,54.2,61.61,68.51,74.68,80,0,89.96
2024,2901155,Municipal,43.23,39.16,46.6,54.2,61.61,68.51,74.68,80,1,96.97
2024,5002605,Municipal,60.41,39.17,46.61,54.21,61.61,68.51,74.68,80,3,92.39
2023,5002605,Municipal,32.2,39.17,46.61,54.21,61.61,68.51,74.68,80,0,95.35
2024,2933000,Municipal,37.25,39.21,46.64,54.23,61.63,68.52,74.69,80,0,91.07
2023,2933000,Municipal,32.2,39.21,46.64,54.23,61.63,68.52,74.69,80,0,95
2024,2111763,Municipal,64.13,39.21,46.64,54.23,61.63,68.52,74.69,80,3,89.86
2023,2111763,Municipal,32.2,39.21,46.64,54.23,61.63,68.52,74.69,80,0,86.41
2024,2913606,Municipal,26.35,39.22,46.65,54.24,61.63,68.53,74.69,80,0,87.93
2023,2913606,Municipal,32.3,39.22,46.65,54.24,61.63,68.53,74.69,80,0,78.25
2024,2914901,Municipal,31.19,39.28,46.71,54.28,61.67,68.55,74.7,80,0,85.83
2023,2914901,Municipal,32.3,39.28,46.71,54.28,61.67,68.55,74.7,80,0,77.57
2024,2928109,Municipal,26.29,39.29,46.72,54.29,61.67,68.55,74.7,80,0,79.68
2023,2928109,Municipal,32.3,39.29,46.72,54.29,61.67,68.55,74.7,80,0,88.11
2024,2700409,Municipal,44.27,39.32,46.74,54.31,61.68,68.56,74.7,80,1,97.74
2023,2700409,Municipal,32.4,39.32,46.74,54.31,61.68,68.56,74.7,80,0,96.5
2023,2704500,Municipal,32.4,39.36,46.77,54.34,61.7,68.57,74.71,80,0,92.05
2024,2704500,Municipal,45.6,39.36,46.77,54.34,61.7,68.57,74.71,80,1,94.01
2023,3535903,Municipal,32.4,39.38,46.79,54.35,61.71,68.58,74.71,80,0,90.91
2024,3535903,Municipal,82.89,39.38,46.79,54.35,61.71,68.58,74.71,80,5,96.67
2024,4314407,Municipal,39.4,,46.81,54.37,61.73,68.58,74.72,80,0,70.03
2023,4314407,Municipal,,,46.81,54.37,61.73,68.58,74.72,80,,
2024,5102702,Municipal,42.06,39.4,46.81,54.37,61.73,68.58,74.72,80,1,83.93
2023,5102702,Municipal,32.5,39.4,46.81,54.37,61.73,68.58,74.72,80,0,85.77
2024,4202602,Municipal,47.34,39.4,46.81,54.37,61.73,68.58,74.72,80,1,82.72
2023,4202602,Municipal,32.5,39.4,46.81,54.37,61.73,68.58,74.72,80,0,81.33
2023,1710706,Municipal,32.5,39.48,46.88,54.42,61.76,68.61,74.73,80,0,95.31
2024,1710706,Municipal,18.09,39.48,46.88,54.42,61.76,68.61,74.73,80,0,81.67
2023,2503555,Municipal,32.5,39.49,46.89,54.43,61.77,68.61,74.73,80,0,97.46
2024,2503555,Municipal,47.9,39.49,46.89,54.43,61.77,68.61,74.73,80,1,98.13
2024,2933059,Municipal,20.73,39.52,46.92,54.45,61.79,68.62,74.73,80,0,92.13
2023,2901809,Municipal,32.6,39.52,46.92,54.45,61.79,68.62,74.73,80,0,81.25
2024,2901809,Municipal,25.32,39.52,46.92,54.45,61.79,68.62,74.73,80,0,96.34
2023,2933059,Municipal,32.6,39.52,46.92,54.45,61.79,68.62,74.73,80,0,88.7
2024,3515004,Municipal,40.5,39.54,46.94,54.47,61.8,68.63,74.73,80,1,83.16
2023,3515004,Municipal,32.6,39.54,46.94,54.47,61.8,68.63,74.73,80,0,83.73
2023,2200103,Municipal,32.6,39.55,46.94,54.47,61.8,68.63,74.74,80,0,100
2024,2200103,Municipal,60.23,39.55,46.94,54.47,61.8,68.63,74.74,80,3,98.44
2023,2203255,Municipal,32.6,39.57,46.96,54.48,61.81,68.63,74.74,80,0,93.94
2024,2203255,Municipal,27.56,39.57,46.96,54.48,61.81,68.63,74.74,80,0,91.11
2023,2928802,Municipal,32.7,39.59,46.98,54.5,61.82,68.64,74.74,80,0,85.85
2024,2928802,Municipal,31.86,39.59,46.98,54.5,61.82,68.64,74.74,80,0,92.75
2023,2906501,Municipal,32.7,39.6,46.98,54.5,61.82,68.64,74.74,80,0,76.46
2024,2906501,Municipal,36.67,39.6,46.98,54.5,61.82,68.64,74.74,80,0,89.47
2024,2413359,Municipal,27.68,39.61,46.99,54.51,61.83,68.65,74.74,80,0,70.4
2023,2413359,Municipal,32.7,39.61,46.99,54.51,61.83,68.65,74.74,80,0,73.83
2024,2513604,Municipal,52.77,39.63,47.01,54.52,61.84,68.65,74.75,80,2,97.44
2023,2513604,Municipal,32.7,39.63,47.01,54.52,61.84,68.65,74.75,80,0,100
2024,2804607,Municipal,28.39,39.64,47.02,54.53,61.84,68.65,74.75,80,0,96.08
2023,2804607,Municipal,32.7,39.64,47.02,54.53,61.84,68.65,74.75,80,0,89.79
2024,1200807,Municipal,39.69,,47.06,54.56,61.86,68.67,74.75,80,0,72.39
2023,1200807,Municipal,,,47.06,54.56,61.86,68.67,74.75,80,,
2024,3506805,Municipal,49.59,39.68,47.06,54.56,61.86,68.67,74.75,80,1,86.25
2023,3506805,Municipal,32.8,39.68,47.06,54.56,61.86,68.67,74.75,80,0,85.98
2023,1503200,Municipal,32.8,39.7,47.07,54.57,61.87,68.67,74.76,80,0,78.88
2024,1503200,Municipal,40.43,39.7,47.07,54.57,61.87,68.67,74.76,80,1,79.41
2024,2912905,Municipal,37.44,39.72,47.09,54.59,61.88,68.68,74.76,80,0,94.2
2024,2504207,Municipal,96.08,39.72,47.09,54.59,61.88,68.68,74.76,80,5,98.04
2023,2912905,Municipal,32.8,39.72,47.09,54.59,61.88,68.68,74.76,80,0,82.2
2023,2504207,Municipal,32.8,39.72,47.09,54.59,61.88,68.68,74.76,80,0,89.47
2024,2933158,Municipal,17.95,39.73,47.1,54.59,61.89,68.68,74.76,80,0,96.89
2023,2933158,Municipal,32.8,39.73,47.1,54.59,61.89,68.68,74.76,80,0,88.96
2023,3129707,Municipal,32.8,39.73,47.1,54.59,61.89,68.68,74.76,80,0,88.79
2024,3129707,Municipal,73.86,39.73,47.1,54.59,61.89,68.68,74.76,80,4,89.76
2024,2915304,Municipal,25,39.74,47.11,54.6,61.89,68.68,74.76,80,0,93.02
2023,2915304,Municipal,32.8,39.74,47.11,54.6,61.89,68.68,74.76,80,0,84.3
2024,2403756,Municipal,58.82,39.77,47.13,54.62,61.91,68.69,74.76,80,2,94.44
2024,2930600,Municipal,25.69,39.77,47.13,54.62,61.91,68.69,74.76,80,0,94.74
2023,2403756,Municipal,32.8,39.77,47.13,54.62,61.91,68.69,74.76,80,0,86.67
2023,2930600,Municipal,32.8,39.77,47.13,54.62,61.91,68.69,74.76,80,0,82.22
2023,1200393,Municipal,,,47.15,54.63,61.92,68.7,74.77,80,,
2024,1200393,Municipal,39.79,,47.15,54.63,61.92,68.7,74.77,80,0,94.57
2023,1506609,Municipal,,,47.15,54.63,61.92,68.7,74.77,80,,
2024,1506609,Municipal,39.79,,47.15,54.63,61.92,68.7,74.77,80,0,91.51
2024,2916906,Municipal,30,39.79,47.15,54.63,61.92,68.7,74.77,80,0,89.55
2023,2916906,Municipal,32.9,39.79,47.15,54.63,61.92,68.7,74.77,80,0,87.18
2023,1600055,Municipal,32.9,39.84,47.19,54.67,61.94,68.72,74.77,80,0,89.47
2024,1600055,Municipal,73.61,39.84,47.19,54.67,61.94,68.72,74.77,80,4,92.45
2024,2111532,Municipal,55.64,39.87,47.22,54.69,61.96,68.72,74.78,80,2,89.2
2023,2111532,Municipal,33,39.87,47.22,54.69,61.96,68.72,74.78,80,0,91.5
2023,2901353,Municipal,33,39.88,47.23,54.7,61.96,68.73,74.78,80,0,83.06
2024,2901353,Municipal,28.44,39.88,47.23,54.7,61.96,68.73,74.78,80,0,97.32
2024,2922805,Municipal,34.65,39.89,47.23,54.7,61.97,68.73,74.78,80,0,95.28
2023,2922805,Municipal,33,39.89,47.23,54.7,61.97,68.73,74.78,80,0,95.19
2024,2101905,Municipal,59.75,39.93,47.27,54.73,61.98,68.74,74.78,80,2,92.77
2023,2101905,Municipal,33,39.93,47.27,54.73,61.98,68.74,74.78,80,0,90.15
2023,2931301,Municipal,33.1,39.97,47.31,54.76,62.01,68.75,74.79,80,0,85.89
2024,2931301,Municipal,41.82,39.97,47.31,54.76,62.01,68.75,74.79,80,1,95.65
2024,2910701,Municipal,32.37,39.98,47.32,54.77,62.01,68.76,74.79,80,0,93.29
2023,2910701,Municipal,33.1,39.98,47.32,54.77,62.01,68.76,74.79,80,0,77.14
2023,4321832,Municipal,,,47.33,54.78,62.02,68.76,74.79,80,,
2024,4321832,Municipal,40,,47.33,54.78,62.02,68.76,74.79,80,1,100
2024,2932408,Municipal,27.71,40,47.33,54.78,62.02,68.76,74.79,80,0,91.21
2023,2932408,Municipal,33.1,40,47.33,54.78,62.02,68.76,74.79,80,0,84.47
2023,2209351,Municipal,33.1,40.02,47.35,54.79,62.03,68.77,74.8,80,0,92.31
2024,2209351,Municipal,68.1,40.02,47.35,54.79,62.03,68.77,74.8,80,3,95.24
2023,1303908,Municipal,33.1,40.03,47.36,54.8,62.03,68.77,74.8,80,0,79.22
2024,1303908,Municipal,32.06,40.03,47.36,54.8,62.03,68.77,74.8,80,0,93.95
2023,2700706,Municipal,33.2,40.06,47.38,54.82,62.05,68.78,74.8,80,0,96.18
2024,2700706,Municipal,45.96,40.06,47.38,54.82,62.05,68.78,74.8,80,1,96.05
2023,2208403,Municipal,33.2,40.06,47.39,54.82,62.05,68.78,74.8,80,0,97.99
2024,2208403,Municipal,54.59,40.06,47.39,54.82,62.05,68.78,74.8,80,2,97.72
2023,2201960,Municipal,33.2,40.07,47.4,54.83,62.06,68.78,74.8,80,0,92.13
2024,2201960,Municipal,42.58,40.07,47.4,54.83,62.06,68.78,74.8,80,1,95.92
2024,2929255,Municipal,33.54,40.09,47.41,54.84,62.07,68.79,74.81,80,0,88.27
2024,2807105,Municipal,30.35,40.09,47.41,54.84,62.07,68.79,74.81,80,0,96.3
2023,2807105,Municipal,33.2,40.09,47.41,54.84,62.07,68.79,74.81,80,0,92.24
2023,2929255,Municipal,33.2,40.09,47.41,54.84,62.07,68.79,74.81,80,0,90.05
2024,2516300,Municipal,64.53,40.1,47.42,54.85,62.07,68.79,74.81,80,3,96.35
2023,2516300,Municipal,33.2,40.1,47.42,54.85,62.07,68.79,74.81,80,0,89.33
2024,1507805,Municipal,35.9,40.12,47.44,54.86,62.08,68.8,74.81,80,0,80.34
2023,1507805,Municipal,33.2,40.12,47.44,54.86,62.08,68.8,74.81,80,0,82.19
2023,3303500,Municipal,33.2,40.13,47.44,54.87,62.08,68.8,74.81,80,0,77.66
2024,3303500,Municipal,33.42,40.13,47.44,54.87,62.08,68.8,74.81,80,0,81.91
2023,2203354,Municipal,33.2,40.14,47.45,54.88,62.09,68.8,74.81,80,0,90.82
2024,5103437,Municipal,92.97,40.14,47.45,54.88,62.09,68.8,74.81,80,5,98.61
2023,5103437,Municipal,33.2,40.14,47.45,54.88,62.09,68.8,74.81,80,0,84.34
2024,2203354,Municipal,11.96,40.14,47.45,54.88,62.09,68.8,74.81,80,0,88
2024,2102150,Municipal,49.3,40.15,47.46,54.88,62.09,68.81,74.81,80,1,93.94
2023,2102150,Municipal,33.3,40.15,47.46,54.88,62.09,68.81,74.81,80,0,91.07
2024,1300086,Municipal,53.48,40.16,47.47,54.89,62.1,68.81,74.81,80,2,82.05
2023,1300086,Municipal,33.3,40.16,47.47,54.89,62.1,68.81,74.81,80,0,70
2024,4209409,Municipal,34.29,40.16,47.47,54.89,62.1,68.81,74.81,80,0,85.06
2024,2911204,Municipal,47.2,40.16,47.47,54.89,62.1,68.81,74.81,80,1,90.3
2023,2911204,Municipal,33.3,40.16,47.47,54.89,62.1,68.81,74.81,80,0,77.96
2023,4209409,Municipal,33.3,40.16,47.47,54.89,62.1,68.81,74.81,80,0,70.09
2023,2400406,Municipal,33.3,40.19,47.49,54.91,62.11,68.82,74.82,80,0,95.12
2024,2400406,Municipal,39.66,40.19,47.49,54.91,62.11,68.82,74.82,80,0,87.88
2023,2110278,Municipal,33.3,40.2,47.51,54.92,62.12,68.82,74.82,80,0,80.43
2024,2110278,Municipal,39.84,40.2,47.51,54.92,62.12,68.82,74.82,80,0,86.71
2024,3554656,Municipal,30.77,40.22,47.52,54.93,62.13,68.83,74.82,80,0,100
2023,3554656,Municipal,33.3,40.22,47.52,54.93,62.13,68.83,74.82,80,0,93.1
2023,2411700,Municipal,33.4,40.24,47.54,54.95,62.14,68.83,74.83,80,0,89.36
2024,2411700,Municipal,33.62,40.24,47.54,54.95,62.14,68.83,74.83,80,0,87.5
2024,2407906,Municipal,32.92,40.25,47.55,54.95,62.14,68.84,74.83,80,0,91.18
2023,2407906,Municipal,33.4,40.25,47.55,54.95,62.14,68.84,74.83,80,0,80.43
2023,3157609,Municipal,33.4,40.26,47.56,54.96,62.15,68.84,74.83,80,0,84.62
2024,3157609,Municipal,72.51,40.26,47.56,54.96,62.15,68.84,74.83,80,4,97.56
2023,1507102,Municipal,33.4,40.26,47.56,54.96,62.15,68.84,74.83,80,0,74.05
2024,1507102,Municipal,69.85,40.26,47.56,54.96,62.15,68.84,74.83,80,3,80.92
2024,2707206,Municipal,48.87,40.27,47.56,54.96,62.15,68.84,74.83,80,1,98.79
2023,2707206,Municipal,33.4,40.27,47.56,54.96,62.15,68.84,74.83,80,0,93.84
2023,2903805,Municipal,33.4,40.29,47.58,54.98,62.16,68.85,74.83,80,0,84.66
2024,2903805,Municipal,32.14,40.29,47.58,54.98,62.16,68.85,74.83,80,0,97.22
2023,2605707,Municipal,33.4,40.31,47.6,54.99,62.17,68.85,74.83,80,0,87.2
2024,2605707,Municipal,51.67,40.31,47.6,54.99,62.17,68.85,74.83,80,2,95
2023,2928059,Municipal,33.5,40.34,47.63,55.02,62.19,68.86,74.84,80,0,73.97
2024,2928059,Municipal,28.42,40.34,47.63,55.02,62.19,68.86,74.84,80,0,82.61
2023,2703809,Municipal,33.5,40.35,47.64,55.02,62.19,68.87,74.84,80,0,95.44
2024,2703809,Municipal,27.93,40.35,47.64,55.02,62.19,68.87,74.84,80,0,94.97
2024,2928703,Municipal,40.9,40.35,47.64,55.02,62.19,68.87,74.84,80,1,82.22
2023,2928703,Municipal,33.5,40.35,47.64,55.02,62.19,68.87,74.84,80,0,70.98
2024,2111052,Municipal,43.97,40.36,47.64,55.03,62.2,68.87,74.84,80,1,93.97
2023,2111052,Municipal,33.5,40.36,47.64,55.03,62.2,68.87,74.84,80,0,85.51
2024,2516102,Municipal,47.26,40.39,47.67,55.05,62.21,68.88,74.85,80,1,78.72
2023,2516102,Municipal,33.5,40.39,47.67,55.05,62.21,68.88,74.85,80,0,86.14
2024,2801405,Municipal,34.24,40.4,47.68,55.05,62.22,68.88,74.85,80,0,98.45
2023,2801405,Municipal,33.5,40.4,47.68,55.05,62.22,68.88,74.85,80,0,84.43
2024,2801306,Municipal,35.78,40.4,47.68,55.05,62.22,68.88,74.85,80,0,91.12
2023,2801306,Municipal,33.5,40.4,47.68,55.05,62.22,68.88,74.85,80,0,85.25
2024,2905701,Municipal,36.56,40.43,47.7,55.07,62.23,68.89,74.85,80,0,92.03
2023,2905701,Municipal,33.6,40.43,47.7,55.07,62.23,68.89,74.85,80,0,84.94
2024,2900702,Municipal,36.64,40.44,47.72,55.09,62.24,68.89,74.85,80,0,90.06
2023,2900702,Municipal,33.6,40.44,47.72,55.09,62.24,68.89,74.85,80,0,86.23
2024,2209971,Municipal,87.8,40.46,47.73,55.1,62.25,68.9,74.85,80,5,98.29
2023,2209971,Municipal,33.6,40.46,47.73,55.1,62.25,68.9,74.85,80,0,97.83
2024,1507508,Municipal,35.42,40.49,47.76,55.12,62.26,68.91,74.86,80,0,89.55
2023,1507508,Municipal,33.6,40.49,47.76,55.12,62.26,68.91,74.86,80,0,84.85
2023,2913903,Municipal,33.6,40.51,47.77,55.13,62.27,68.91,74.86,80,0,71.8
2024,5004403,Municipal,51.7,40.51,47.77,55.13,62.27,68.91,74.86,80,2,99.19
2023,2209658,Municipal,33.6,40.51,47.77,55.13,62.27,68.91,74.86,80,0,100
2024,2209658,Municipal,36.86,40.51,47.77,55.13,62.27,68.91,74.86,80,0,98.28
2024,2913903,Municipal,25.15,40.51,47.77,55.13,62.27,68.91,74.86,80,0,96.45
2023,5004403,Municipal,33.6,40.51,47.77,55.13,62.27,68.91,74.86,80,0,86.4
2023,5006408,Municipal,33.7,40.53,47.79,55.14,62.28,68.92,74.86,80,0,83.47
2024,5006408,Municipal,55.86,40.53,47.79,55.14,62.28,68.92,74.86,80,2,85.94
2023,2806008,Municipal,33.7,40.54,47.8,55.15,62.28,68.92,74.86,80,0,89.91
2024,2806008,Municipal,38.48,40.54,47.8,55.15,62.28,68.92,74.86,80,0,95.92
2023,2921401,Municipal,33.7,40.59,47.84,55.19,62.31,68.94,74.87,80,0,71.26
2024,2706208,Municipal,51.18,40.59,47.84,55.19,62.31,68.94,74.87,80,2,94.12
2024,2921401,Municipal,29.41,40.59,47.84,55.19,62.31,68.94,74.87,80,0,82.07
2023,2706208,Municipal,33.7,40.59,47.84,55.19,62.31,68.94,74.87,80,0,87.5
2023,2806206,Municipal,33.8,40.63,47.88,55.21,62.33,68.95,74.88,80,0,83.89
2024,2806206,Municipal,44.89,40.63,47.88,55.21,62.33,68.95,74.88,80,1,93.12
2023,1505494,Municipal,33.8,40.66,47.9,55.23,62.34,68.96,74.88,80,0,91.18
2024,1505494,Municipal,44.75,40.66,47.9,55.23,62.34,68.96,74.88,80,1,91.94
2023,2932804,Municipal,33.8,40.69,47.93,55.26,62.36,68.97,74.88,80,0,89.4
2024,2932804,Municipal,33.04,40.69,47.93,55.26,62.36,68.97,74.88,80,0,95.04
2024,2921302,Municipal,46.05,40.72,47.96,55.27,62.37,68.98,74.89,80,1,87.36
2023,2921302,Municipal,33.9,40.72,47.96,55.27,62.37,68.98,74.89,80,0,87.04
2023,2903904,Municipal,33.9,40.73,47.96,55.28,62.38,68.98,74.89,80,0,86.56
2024,2903904,Municipal,34.55,40.73,47.96,55.28,62.38,68.98,74.89,80,0,94.99
2023,2515302,Municipal,33.9,40.74,47.97,55.29,62.38,68.98,74.89,80,0,83.41
2024,2501807,Municipal,36.71,40.74,47.97,55.29,62.38,68.98,74.89,80,0,77.36
2024,2901700,Municipal,25.76,40.74,47.97,55.29,62.38,68.98,74.89,80,0,95.65
2023,2501807,Municipal,33.9,40.74,47.97,55.29,62.38,68.98,74.89,80,0,73.31
2023,2901700,Municipal,33.9,40.74,47.97,55.29,62.38,68.98,74.89,80,0,83.54
2024,2515302,Municipal,39,40.74,47.97,55.29,62.38,68.98,74.89,80,0,88.26
2024,2802106,Municipal,29.77,40.81,48.03,55.33,62.41,69,74.9,80,0,90.94
2024,1500958,Municipal,55.54,40.81,48.03,55.33,62.41,69,74.9,80,2,88.89
